"Part";"Value";"Device";"Package";"Description";"ALTERNATE_PARTNUMBER";"APPLICATION_BUILDNUMBER";"AVAILABILITY";"BUILT_BY";"COMPTYPE";"COPYRIGHT";"CUI_PURCHASE_URL";"DESCRIPTION";"DIGI-KEY_PART_NUMBER";"MANUFACTURER";"MANUFACTURER_PART_NUMBER";"MF";"MOUNTTYPE";"MP";"MPN";"OC_FARNELL";"OC_NEWARK";"PACKAGE";"PACKAGEREFERENCE";"PARTNUMBER";"PIN_COUNT";"POPULARITY";"PRICE";"PURCHASE-URL";"REFDES";"ROHS";"SOURCELIBRARY";"SPICEPREFIX";"TYPE";"VALUE";"VENDOR";
"R91";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R92";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R93";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R94";"100";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R95";"100";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R96";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R97";"DNI";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R98";"DNI";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R99";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R100";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R101";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R102";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R103";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R104";"10k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R105";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R106";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R107";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R108";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R109";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R110";"2k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R111";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R112";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R113";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R114";"10k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R115";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R116";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R117";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R118";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R119";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R120";"2k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R121";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R122";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R123";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R124";"10k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R125";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R126";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R127";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R128";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R129";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R130";"2k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R131";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R132";"50m";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R133";"20m";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R134";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R135";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R136";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R137";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R139";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R140";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R141";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R142";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R143";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R144";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R145";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R146";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R147";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R148";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R149";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R150";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R153";"4.7k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R154";"4.7k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"U$1";"0532611471_PICOBLADE";"0532611471_PICOBLADE";"MOLEX_0532611471";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U1";"AD7960BCPZ-RL7";"AD7960BCPZ-RL7";"CP_32_7";"";"";"";"";"";"";"";"";"";"";"";"AD7960BCPZRL7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U2";"AD5453";"AD5453YRMZ-REEL7";"RM_8";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"AD5453YRMZ-REEL7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U3";"ADA4932-1YCPZ-R7";"ADA4932-1YCPZ-R7";"CP_16_2";"";"";"";"";"";"";"";"";"";"";"";"ADA49321YCPZR7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U5";"NLSX3018DTR2G";"NLSX3018DTR2G";"TSSOP20_4P50X6P60_ONS";"";"";"";"";"";"";"Copyright (C) 2016 Accelerated Designs. All rights reserved";"";"";"";"";"NLSX3018DTR2G";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ONSemi_2017-12-12_5";"";"";"";"ON Semiconductor";
"U6";"ADS7952SRHBT";"ADS7952SRHBT";"RHB32_2P7X2P7_TEX";"";"";"";"";"EMA_Jessica";"";"Copyright (C) 2018 Accelerated Designs. All rights reserved";"";"";"";"";"ADS7952SRHBT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TI_2019-03-25_2";"";"";"";"Texas Instruments";
"U7";"OPA202";"OPA192IDBVR";"DBV0005A_N";"";"OPA192IDBVT";"*";"";"";"IC";"";"";"";"";"Texas Instruments";"";"";"SMT";"";"";"";"";"";"DBV0005A";"OPA192IDBVR";"5";"";"";"";"RefDes";"Y";"";"";"TYPE";"Value";"";
"U8";"REF5025AIDR";"REF5025AIDR";"D8";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"REF5025AIDR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Texas Instruments";
"U9";"ADP150AUJZ-3.3-R7";"ADP150AUJZ-3.3-R7";"UJ_5_ADI";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"ADP150AUJZ-3.3-R7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog_2015-01-06";"";"";"";"Analog Devices Inc";
"U10";"UA78M05CDCYR";"UA78M05CDCYR";"DCY4_TEX";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"UA78M05CDCYR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TI_2014-06-19";"";"";"";"Texas Instruments";
"U11";"LP5907MFX-1.8/NOPB";"LP5907MFX-1.8/NOPB";"DBV5_TEX";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"LP5907MFX-1.8/NOPB";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TI_2016-08-12";"";"";"";"Texas Instruments";
"U12";"ADP2300AUJZ-R7";"ADP2300AUJZ-R7";"UJ_6_ADI";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"ADP2300AUJZ-R7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog_2015-01-06";"";"";"";"Analog Devices Inc";
"U13";"LM317LIPKG3";"LM317LIPKG3";"PK3_TEX";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"LM317LIPKG3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TI_2011-11-28";"";"";"";"Texas Instruments";
"U14";"LM317LIPKG3";"LM317LIPKG3";"PK3_TEX";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"LM317LIPKG3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TI_2011-11-28";"";"";"";"Texas Instruments";
"U15";"LM337LMX/NOPB";"LM337LMX/NOPB";"M08A_TEX";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"LM337LMX/NOPB";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"National_2014-06-20";"";"";"";"Texas Instruments";
"U16";"ADR395AUJZ-REEL7";"ADR395AUJZ-REEL7";"UJ_5_ADI";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"ADR395AUJZ-REEL7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog_2012-01-01_8";"";"";"";"Analog Devices Inc";
"U17";"MAX5802";"MAX5802BAUB+";"21-0061L_MXM";"";"";"";"";"";"";"";"";"";"";"";"MAX5802BAUB+";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Maxim_2019-02-08_1";"";"";"";"Maxim Integrated Products";
"U18";"LM337LMX/NOPB";"LM337LMX/NOPB";"M08A_TEX";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"LM337LMX/NOPB";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"National_2014-06-20";"";"";"";"Texas Instruments";
"U19";"MAX6070BAUT21+T";"MAX6070BAUT21+T";"21-0058I_MXM";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"MAX6070BAUT21+T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Maxim_2014-05-21";"";"";"";"Maxim Integrated Products";
"U20";"CD40106BM96";"CD40106BM96";"D14_TEX";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"CD40106BM96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TI_2015-1-6";"";"";"";"Texas Instruments";
"U21";"ADA4932-1YCPZ-R7";"ADA4932-1YCPZ-R7";"CP_16_2";"";"";"";"";"";"";"";"";"";"";"";"ADA49321YCPZR7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U22";"AD7960BCPZ-RL7";"AD7960BCPZ-RL7";"CP_32_7";"";"";"";"";"";"";"";"";"";"";"";"AD7960BCPZRL7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U23";"BC857BS-13-F";"HN1A01FU-YLFCT";"SOT-363___(US6)_TOS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U24";"BC857BS-13-F";"HN1A01FU-YLFCT";"SOT-363___(US6)_TOS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U25";"ADA4932-1YCPZ-R7";"ADA4932-1YCPZ-R7";"CP_16_2";"";"";"";"";"";"";"";"";"";"";"";"ADA49321YCPZR7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U26";"AD7960BCPZ-RL7";"AD7960BCPZ-RL7";"CP_32_7";"";"";"";"";"";"";"";"";"";"";"";"AD7960BCPZRL7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U27";"ADA4932-1YCPZ-R7";"ADA4932-1YCPZ-R7";"CP_16_2";"";"";"";"";"";"";"";"";"";"";"";"ADA49321YCPZR7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U28";"AD7960BCPZ-RL7";"AD7960BCPZ-RL7";"CP_32_7";"";"";"";"";"";"";"";"";"";"";"";"AD7960BCPZRL7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U29";"AD5453YRMZ-REEL7";"AD5453YRMZ-REEL7";"RM_8";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"AD5453YRMZ-REEL7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U30";"AD5453";"AD5453YRMZ-REEL7";"RM_8";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"AD5453YRMZ-REEL7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U31";"BC857BS-13-F";"HN1A01FU-YLFCT";"SOT-363___(US6)_TOS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U32";"AD5453";"AD5453YRMZ-REEL7";"RM_8";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"AD5453YRMZ-REEL7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog Devices Inc";
"U33";"INA199C2DCKT";"INA199C2DCKT";"DCK6_TEX";"";"";"";"";"EMA_Jessica";"";"Copyright (C) 2018 Accelerated Designs. All rights reserved";"";"";"";"";"INA199C2DCKT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TI_2019-03-25_3";"";"";"";"Texas Instruments";
"U34";"INA199C2DCKT";"INA199C2DCKT";"DCK6_TEX";"";"";"";"";"EMA_Jessica";"";"Copyright (C) 2018 Accelerated Designs. All rights reserved";"";"";"";"";"INA199C2DCKT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TI_2019-03-25_3";"";"";"";"Texas Instruments";
"U36";"AD8244BRMZ";"AD8244BRMZ";"RM_10_ADI";"";"";"";"";"EMA_Christopher";"";"Copyright (C) 2016 Accelerated Designs. All rights reserved";"";"";"";"";"AD8244BRMZ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Analog_Devices_2018-07-13";"";"";"";"Analog Devices Inc";
"X1";"BU-SMA-G";"BU-SMA-G";"BU-SMA-G";"FEMALE SMA CONNECTOR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";
"X2";"BU-SMA-G";"BU-SMA-G";"BU-SMA-G";"FEMALE SMA CONNECTOR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";
"X3";"BU-SMA-G";"BU-SMA-G";"BU-SMA-G";"FEMALE SMA CONNECTOR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";
"X4";"BU-SMA-G";"BU-SMA-G";"BU-SMA-G";"FEMALE SMA CONNECTOR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";
"X5";"BU-SMA-G";"BU-SMA-G";"BU-SMA-G";"FEMALE SMA CONNECTOR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";
"X6";"BU-SMA-G";"BU-SMA-G";"BU-SMA-G";"FEMALE SMA CONNECTOR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";
"X7";"BU-SMA-G";"BU-SMA-G";"BU-SMA-G";"FEMALE SMA CONNECTOR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";
"X8";"BU-SMA-G";"BU-SMA-G";"BU-SMA-G";"FEMALE SMA CONNECTOR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"";"";"";"4";"";"";"";"";"";"";"";"";"";
"X9";"1365-10";"1365-10";"1365-10";"DUAL ROW STRAIGHT HEADER 1364 SERIES. 1.27mm x 1.27mm. Without Fixing Post. SMT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";
